# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.88938776E+00  -8.51937870E+00   3.70009064E-01
# Error est. for CH(vbm) CH(cbm) diff =   6.51645509E-01   5.84781699E-01  -6.68638096E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      2  -1.83702980E+00  -1.26221726E+00   5.74812532E-01
      3  -2.85030458E+00  -1.97327655E+00   8.77028035E-01
      4  -5.15048398E+00  -2.26684193E+00   2.88364205E+00
      5  -5.39372807E+00  -4.23194025E+00   1.16178782E+00
      6  -5.72127861E+00  -4.90177752E+00   8.19501092E-01
      7  -6.04306123E+00  -5.21861635E+00   8.24444882E-01
      8  -6.29523499E+00  -5.61282052E+00   6.82414463E-01
      9  -6.50074537E+00  -5.81043788E+00   6.90307493E-01
     10  -6.67713465E+00  -6.02705640E+00   6.50078254E-01
     11  -6.79378255E+00  -6.18967554E+00   6.04107009E-01
     12  -6.91539551E+00  -6.33209897E+00   5.83296536E-01
     13  -7.00267416E+00  -6.46324463E+00   5.39429530E-01
     14  -7.08301861E+00  -6.56440500E+00   5.18613604E-01
     15  -7.15709441E+00  -6.64803897E+00   5.09055445E-01
     16  -7.23189455E+00  -6.71888237E+00   5.13012172E-01
     17  -7.29956175E+00  -6.78036614E+00   5.19195604E-01
     18  -7.35988320E+00  -6.84577338E+00   5.14109812E-01
     19  -7.41606713E+00  -6.90095511E+00   5.15112018E-01
     20  -7.46341538E+00  -6.95060859E+00   5.12806792E-01
     21  -7.50380181E+00  -6.99247321E+00   5.11328597E-01
     22  -7.54389712E+00  -7.03174711E+00   5.12150005E-01
     23  -7.57801655E+00  -7.06700907E+00   5.11007485E-01
     24  -7.60457930E+00  -7.09840506E+00   5.06174236E-01
     25  -7.64094705E+00  -7.12848354E+00   5.12463510E-01
     26  -7.67110598E+00  -7.15530820E+00   5.15797777E-01
     27  -7.69656571E+00  -7.18248874E+00   5.14076975E-01
     28  -7.71577181E+00  -7.20518458E+00   5.10587229E-01
     29  -7.73706773E+00  -7.22516868E+00   5.11899050E-01
     30  -7.75440241E+00  -7.24491048E+00   5.09491930E-01
     31  -7.77075091E+00  -7.26124616E+00   5.09504754E-01
     32  -7.78527422E+00  -7.27811817E+00   5.07156043E-01
     33  -7.80160174E+00  -7.29341088E+00   5.08190862E-01
     34  -7.82091561E+00  -7.31073767E+00   5.10177944E-01
# k =   0.750000   0.750000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.56406206E+00  -8.18390728E+00   3.80154780E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.63636972E-01   5.63919427E-01   2.82455381E-04
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.64033438E-01  -7.01165968E-01   1.62867470E-01
      2  -1.82199184E+00  -1.33668167E+00   4.85310168E-01
      3  -2.78838024E+00  -2.04963207E+00   7.38748169E-01
      4  -5.17439441E+00  -2.37503219E+00   2.79936223E+00
      5  -5.39919606E+00  -4.29934517E+00   1.09985089E+00
      6  -5.69127921E+00  -4.84269477E+00   8.48584445E-01
      7  -6.07980069E+00  -5.28852791E+00   7.91272787E-01
      8  -6.36196431E+00  -5.74258987E+00   6.19374446E-01
      9  -6.57080659E+00  -5.95049341E+00   6.20313175E-01
     10  -6.75904106E+00  -6.18174471E+00   5.77296346E-01
     11  -6.88964805E+00  -6.37588068E+00   5.13767376E-01
     12  -7.01937935E+00  -6.51980797E+00   4.99571381E-01
     13  -7.10675468E+00  -6.66435078E+00   4.42403897E-01
     14  -7.19870702E+00  -6.79015426E+00   4.08552756E-01
     15  -7.27726271E+00  -6.88445472E+00   3.92807988E-01
     16  -7.35826056E+00  -6.96113616E+00   3.97124404E-01
     17  -7.43217533E+00  -7.02929908E+00   4.02876248E-01
     18  -7.49818370E+00  -7.10330204E+00   3.94881661E-01
     19  -7.56183374E+00  -7.16822651E+00   3.93607228E-01
     20  -7.61286840E+00  -7.22257143E+00   3.90296965E-01
     21  -7.65556444E+00  -7.26854083E+00   3.87023610E-01
     22  -7.69763415E+00  -7.31167197E+00   3.85962177E-01
     23  -7.73544056E+00  -7.35089775E+00   3.84542806E-01
     24  -7.76413810E+00  -7.38661586E+00   3.77522242E-01
     25  -7.80525277E+00  -7.41925903E+00   3.85993740E-01
     26  -7.83804533E+00  -7.44807767E+00   3.89967657E-01
     27  -7.86641584E+00  -7.47875486E+00   3.87660985E-01
     28  -7.88651383E+00  -7.50326083E+00   3.83253000E-01
     29  -7.90960429E+00  -7.52548313E+00   3.84121159E-01
     30  -7.92824196E+00  -7.54710822E+00   3.81133742E-01
     31  -7.94587958E+00  -7.56541501E+00   3.80464570E-01
     32  -7.96133259E+00  -7.58434486E+00   3.76987728E-01
     33  -7.97962204E+00  -7.60113660E+00   3.78485437E-01
     34  -8.00042509E+00  -7.61998786E+00   3.80437235E-01
# k =   0.750000   0.750000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.68413312E+00  -8.59109767E+00   9.30354519E-02
# Error est. for CH(vbm) CH(cbm) diff =   6.01511424E-01   5.71000678E-01  -3.05107464E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.11921815E-01  -8.78069427E-01  -6.61476119E-02
      2  -1.90312710E+00  -1.81602700E+00   8.71000991E-02
      3  -3.50369167E+00  -2.32653360E+00   1.17715807E+00
      4  -5.18260104E+00  -2.67976544E+00   2.50283561E+00
      5  -5.40137062E+00  -4.69814522E+00   7.03225402E-01
      6  -5.72529853E+00  -5.01864460E+00   7.06653935E-01
      7  -6.07197190E+00  -5.64680206E+00   4.25169841E-01
      8  -6.34192503E+00  -6.13612622E+00   2.05798808E-01
      9  -6.56660579E+00  -6.37874709E+00   1.87858693E-01
     10  -6.76655514E+00  -6.53217944E+00   2.34375700E-01
     11  -6.90383114E+00  -6.71204999E+00   1.91781144E-01
     12  -7.06332807E+00  -6.88332817E+00   1.79999896E-01
     13  -7.15605220E+00  -7.02890003E+00   1.27152172E-01
     14  -7.24178047E+00  -7.15115384E+00   9.06266252E-02
     15  -7.31884194E+00  -7.24127428E+00   7.75676597E-02
     16  -7.41259712E+00  -7.33066641E+00   8.19307056E-02
     17  -7.48792893E+00  -7.39868387E+00   8.92450594E-02
     18  -7.55465478E+00  -7.47691171E+00   7.77430753E-02
     19  -7.61714759E+00  -7.54795294E+00   6.91946453E-02
     20  -7.67316322E+00  -7.59581656E+00   7.73466555E-02
     21  -7.71575848E+00  -7.64785778E+00   6.79007029E-02
     22  -7.76165476E+00  -7.69575003E+00   6.59047307E-02
     23  -7.80332207E+00  -7.73790056E+00   6.54215154E-02
     24  -7.83101940E+00  -7.77550905E+00   5.55103503E-02
     25  -7.87806689E+00  -7.81402222E+00   6.40446728E-02
     26  -7.91229153E+00  -7.84348639E+00   6.88051476E-02
     27  -7.94129347E+00  -7.87196668E+00   6.93267895E-02
     28  -7.96177817E+00  -7.89837090E+00   6.34072686E-02
     29  -7.98666955E+00  -7.92130465E+00   6.53648973E-02
     30  -8.00661218E+00  -7.94222313E+00   6.43890533E-02
     31  -8.02441092E+00  -7.96483886E+00   5.95720527E-02
     32  -8.04016336E+00  -7.98421234E+00   5.59510169E-02
     33  -8.05999596E+00  -8.00244250E+00   5.75534557E-02
     34  -8.08262170E+00  -8.02009699E+00   6.25247055E-02
